Airline,Departure_Time,Arrival_Time,Duration,Departure,Destination,Date,Total_Stops,SClass,Price
Vietnam Airlines,15:35,23:15,460,VCL,SGN,17-04-2025,1,BUSINESS,10943000
Bamboo Airways,10:25,21:20,655,HUI,VII,16-04-2025,1,ECONOMY,2939000
Vietnam Airlines,09:30,14:55,325,HPH,CXR,15-04-2025,1,BUSINESS,8993000
VietJet Air,10:10,12:10,120,HPH,SGN,20-04-2025,0,ECONOMY,1683000
Bamboo Airways,19:10,21:25,135,VDO,SGN,16-04-2025,0,PREMIUM_ECONOMY,3058000
VietJet Air,07:00,08:35,95,VII,DLI,17-04-2025,0,ECONOMY,1091900
Vietnam Airlines,09:50,17:25,455,DAD,VCS,17-04-2025,1,ECONOMY,2646000
Vietnam Airlines,08:55,16:55,480,PQC,VDH,19-04-2025,1,ECONOMY,2085000
VietJet Air,09:55,11:40,105,PQC,DAD,21-04-2025,0,ECONOMY,950000
Vietnam Airlines,18:15,20:20,125,SGN,THD,15-04-2025,0,BUSINESS,4344000
VietJet Air,10:55,12:15,80,DAD,HAN,19-04-2025,0,PREMIUM_ECONOMY,3199800
VietJet Air,09:35,11:10,95,VDH,SGN,21-04-2025,0,PREMIUM_ECONOMY,3595600
Vietnam Airlines,13:25,20:50,445,CXR,VDO,17-04-2025,1,ECONOMY,2195000
Vietnam Airlines,08:40,14:40,360,PQC,THD,15-04-2025,1,BUSINESS,8993000
Vietnam Airlines,08:25,19:10,645,HUI,VDH,21-04-2025,2,ECONOMY,6948000
VietJet Air,05:10,07:20,130,HAN,SGN,21-04-2025,0,ECONOMY,1302000
Vietnam Airlines,16:05,17:50,105,HUI,SGN,21-04-2025,0,BUSINESS,3464000
Bamboo Airways,16:20,17:50,90,VII,DLI,18-04-2025,0,ECONOMY,1254000
Vietnam Airlines,15:40,23:40,480,TBB,SGN,17-04-2025,1,ECONOMY,4761000
Vietnam Airlines,13:25,20:20,415,CXR,THD,16-04-2025,1,ECONOMY,2281000
Vietnam Airlines,08:00,19:10,670,DLI,VDH,20-04-2025,2,ECONOMY,4176000
Vietnam Airlines,20:00,21:45,105,DAD,SGN,18-04-2025,0,ECONOMY,1373000
Bamboo Airways,11:05,13:10,125,SGN,HPH,17-04-2025,0,BUSINESS,3058000
Vietnam Airlines,15:35,22:30,415,VCL,SGN,16-04-2025,1,ECONOMY,3976000
Vietnam Airlines,09:15,11:15,120,VII,SGN,21-04-2025,0,BUSINESS,4344000
Vietnam Airlines,06:50,15:00,490,DAD,TBB,19-04-2025,1,ECONOMY,2727000
VietJet Air,07:00,09:10,130,HAN,SGN,19-04-2025,0,ECONOMY,1451900
Vietnam Airlines,17:35,19:25,110,DAD,SGN,20-04-2025,0,BUSINESS,4029000
VietJet Air,16:40,17:50,70,SGN,CXR,16-04-2025,0,PREMIUM_ECONOMY,3037000
Bamboo Airways,10:00,18:40,520,VKG,BMV,17-04-2025,1,ECONOMY,3383000
Vietnam Airlines,14:50,20:50,360,BMV,VDO,17-04-2025,1,ECONOMY,2265000
Vietnam Airlines,11:30,17:55,385,PXU,VII,15-04-2025,1,ECONOMY,4956000
Vietnam Airlines,10:45,15:50,305,DAD,VII,17-04-2025,1,ECONOMY,4396000
Vietnam Airlines,11:05,19:15,490,UIH,HAN,15-04-2025,1,ECONOMY,5977000
Vietnam Airlines,08:25,14:55,390,HUI,CXR,16-04-2025,1,ECONOMY,2274000
Vietnam Airlines,10:45,16:35,350,DLI,DAD,16-04-2025,1,BUSINESS,9538000
VietJet Air,20:20,22:20,120,HPH,SGN,16-04-2025,0,ECONOMY,837000
Vietnam Airlines,08:25,19:50,685,HUI,CXR,18-04-2025,1,ECONOMY,2694000
Vietnam Airlines,13:00,14:10,70,SGN,VCS,21-04-2025,0,PREMIUM_ECONOMY,2579000
Bamboo Airways,10:45,12:55,130,HAN,SGN,21-04-2025,0,BUSINESS,3781000
Bamboo Airways,10:35,19:50,555,BMV,HUI,20-04-2025,1,ECONOMY,2285000
Vietnam Airlines,08:15,09:50,95,DAD,HAN,19-04-2025,0,ECONOMY,1237000
VietJet Air,16:10,17:15,65,SGN,PQC,21-04-2025,0,PREMIUM_ECONOMY,3007000
VietJet Air,08:55,11:00,125,HPH,VCA,15-04-2025,0,PREMIUM_ECONOMY,4859800
VietJet Air,09:45,11:10,85,HUI,SGN,19-04-2025,0,PREMIUM_ECONOMY,3199800
Vietnam Airlines,13:30,19:15,345,VII,PQC,19-04-2025,1,ECONOMY,4102000
VietJet Air,18:00,19:20,80,SGN,VCL,15-04-2025,0,ECONOMY,1323900
Vietnam Airlines,08:40,10:05,85,SGN,DAD,21-04-2025,0,ECONOMY,1076000
Vietnam Airlines,07:25,14:55,450,SGN,VCL,20-04-2025,1,ECONOMY,4001000
Vietnam Airlines,06:25,08:40,135,HPH,SGN,18-04-2025,0,ECONOMY,1266000
Vietnam Airlines,09:00,10:10,70,CXR,SGN,19-04-2025,0,ECONOMY,1010000
VietJet Air,14:00,15:50,110,VII,VCA,15-04-2025,0,PREMIUM_ECONOMY,4697000
Vietnam Airlines,12:15,19:00,405,PQC,HPH,16-04-2025,1,ECONOMY,4137000
Bamboo Airways,10:25,11:45,80,DAD,HAN,17-04-2025,0,PREMIUM_ECONOMY,2395000
VietJet Air,21:00,23:10,130,HAN,SGN,21-04-2025,0,ECONOMY,1673000
Vietnam Airlines,09:50,15:50,360,PXU,VII,19-04-2025,1,ECONOMY,2443000
Vietnam Airlines,09:00,14:55,355,SGN,VCL,15-04-2025,1,ECONOMY,5977000
Bamboo Airways,07:20,09:30,130,SGN,HAN,21-04-2025,0,PREMIUM_ECONOMY,3781000
Bamboo Airways,17:50,19:10,80,DAD,HAN,20-04-2025,0,BUSINESS,2790000
Vietnam Airlines,09:40,15:40,360,VCS,PQC,18-04-2025,1,ECONOMY,2541000
Vietnam Airlines,07:20,08:20,60,HAN,VII,21-04-2025,0,ECONOMY,1057000
Vietnam Airlines,09:25,10:30,65,VCS,SGN,20-04-2025,0,ECONOMY,1778000
Vietnam Airlines,08:00,17:25,565,DLI,VCS,21-04-2025,1,ECONOMY,3060000
VietJet Air,11:45,13:35,110,SGN,VII,16-04-2025,0,ECONOMY,1099900
Vietnam Airlines,18:40,20:10,90,HAN,DAD,21-04-2025,0,BUSINESS,3679000
Vietnam Airlines,16:20,22:10,350,PQC,DAD,20-04-2025,1,BUSINESS,8423000
Vietnam Airlines,12:35,17:50,315,HUI,DLI,21-04-2025,1,ECONOMY,4533000
Vietnam Airlines,15:25,17:35,130,THD,SGN,16-04-2025,0,BUSINESS,4999000
Vietnam Airlines,06:50,13:10,380,DAD,DLI,18-04-2025,1,ECONOMY,5987000
Bamboo Airways,08:05,09:15,70,DAD,DLI,17-04-2025,0,PREMIUM_ECONOMY,1612000
Bamboo Airways,12:35,13:25,50,VCA,PQC,20-04-2025,0,ECONOMY,1058000
Vietnam Airlines,09:00,14:55,355,VII,VCL,17-04-2025,1,ECONOMY,2642000
VietJet Air,13:35,15:25,110,DLI,HAN,19-04-2025,0,ECONOMY,1332000
Vietnam Airlines,15:30,23:25,475,DLI,HPH,15-04-2025,1,ECONOMY,3955000
VietJet Air,09:20,10:40,80,SGN,VCL,17-04-2025,0,PREMIUM_ECONOMY,3199800
Vietnam Airlines,11:05,12:35,90,SGN,VCL,18-04-2025,0,ECONOMY,1402000
Vietnam Airlines,11:35,16:40,305,PQC,DAD,19-04-2025,1,ECONOMY,3237000
Bamboo Airways,16:05,18:25,140,SGN,VDO,18-04-2025,0,ECONOMY,941000
Vietnam Airlines,07:55,16:00,485,DAD,DLI,18-04-2025,1,BUSINESS,8433000
Vietnam Airlines,19:10,20:40,90,DAD,HAN,21-04-2025,0,ECONOMY,2526000
Vietnam Airlines,18:55,20:25,90,HUI,HAN,16-04-2025,0,ECONOMY,1246000
Vietnam Airlines,14:50,20:15,325,BMV,HAN,17-04-2025,1,ECONOMY,3706000
VietJet Air,15:40,17:05,85,DAD,SGN,17-04-2025,0,ECONOMY,1034900
Vietnam Airlines,08:10,09:20,70,SGN,VCS,20-04-2025,0,PREMIUM_ECONOMY,3094000
Vietnam Airlines,06:00,19:20,800,DAD,UIH,16-04-2025,1,ECONOMY,2250000
Bamboo Airways,09:15,16:20,425,TBB,PXU,21-04-2025,1,ECONOMY,3486000
Bamboo Airways,05:35,07:45,130,HAN,SGN,19-04-2025,0,PREMIUM_ECONOMY,3766000
Vietnam Airlines,09:15,15:15,360,VII,HAN,20-04-2025,1,ECONOMY,5237000
Vietnam Airlines,08:05,09:35,90,HAN,DAD,16-04-2025,0,ECONOMY,2186000
Vietnam Airlines,11:20,16:35,315,VII,PXU,15-04-2025,1,ECONOMY,3569000
VietJet Air,13:25,14:50,85,DAD,SGN,21-04-2025,0,ECONOMY,2144900
Bamboo Airways,21:50,22:55,65,PQC,SGN,18-04-2025,0,BUSINESS,1980000
Vietnam Airlines,13:05,14:55,110,HAN,UIH,21-04-2025,0,BUSINESS,5344000
Vietnam Airlines,16:30,22:50,380,VII,DAD,18-04-2025,1,ECONOMY,2566000
VietJet Air,11:35,12:55,80,HAN,DAD,20-04-2025,0,PREMIUM_ECONOMY,3189800
Bamboo Airways,09:25,11:20,115,CXR,HAN,16-04-2025,0,BUSINESS,3627000
VietJet Air,09:45,11:55,130,SGN,HAN,21-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,08:00,13:10,310,DLI,PQC,17-04-2025,1,ECONOMY,2102000
Bamboo Airways,19:30,21:20,110,SGN,VII,20-04-2025,0,ECONOMY,1355000
Bamboo Airways,13:40,16:05,145,HAN,VCS,21-04-2025,0,PREMIUM_ECONOMY,4663000
Vietnam Airlines,14:50,19:15,265,BMV,PQC,20-04-2025,1,ECONOMY,2008000
Vietnam Airlines,12:50,14:20,90,DAD,HAN,20-04-2025,0,BUSINESS,4029000
Vietnam Airlines,09:50,18:55,545,DAD,PXU,16-04-2025,1,ECONOMY,2765000
Vietnam Airlines,09:15,19:50,635,TBB,CXR,21-04-2025,1,ECONOMY,2032000
VietJet Air,16:05,17:25,80,SGN,DAD,19-04-2025,0,ECONOMY,1298900
Bamboo Airways,15:15,17:30,135,HPH,SGN,19-04-2025,0,BUSINESS,3088000
VietJet Air,18:35,20:00,85,SGN,HUI,21-04-2025,0,ECONOMY,807000
VietJet Air,18:25,19:30,65,CXR,SGN,16-04-2025,0,ECONOMY,836900
Bamboo Airways,16:35,18:50,135,VCS,HAN,18-04-2025,0,BUSINESS,4623000
Vietnam Airlines,13:30,22:10,520,VII,DAD,18-04-2025,1,ECONOMY,2581000
VietJet Air,09:45,11:10,85,HUI,SGN,20-04-2025,0,PREMIUM_ECONOMY,3209800
VietJet Air,16:05,17:55,110,CXR,HAN,17-04-2025,0,ECONOMY,3531900
VietJet Air,11:05,12:35,90,DAD,VCA,20-04-2025,0,PREMIUM_ECONOMY,3209800
Vietnam Airlines,06:25,22:10,945,HPH,CXR,19-04-2025,1,ECONOMY,1920000
Vietnam Airlines,14:40,16:15,95,DAD,HAN,20-04-2025,0,BUSINESS,4909000
Vietnam Airlines,13:25,20:40,435,VCL,DAD,18-04-2025,1,ECONOMY,2509000
Bamboo Airways,07:45,18:00,615,DAD,VDH,16-04-2025,1,ECONOMY,2562000
Vietnam Airlines,06:35,19:50,795,VKG,CXR,18-04-2025,1,ECONOMY,2514000
Vietnam Airlines,12:35,19:00,385,DLI,HPH,20-04-2025,1,ECONOMY,3121000
Vietnam Airlines,06:50,19:50,780,VCS,DLI,20-04-2025,1,ECONOMY,2169000
Bamboo Airways,14:20,16:30,130,SGN,HAN,21-04-2025,0,ECONOMY,2020000
VietJet Air,06:45,07:55,70,SGN,CXR,16-04-2025,0,PREMIUM_ECONOMY,3037000
Vietnam Airlines,12:00,14:15,135,SGN,HAN,21-04-2025,0,BUSINESS,8974000
Vietnam Airlines,12:50,13:50,60,VCS,VCA,17-04-2025,0,PREMIUM_ECONOMY,2524000
Vietnam Airlines,13:20,14:50,90,VCA,DAD,21-04-2025,0,BUSINESS,3334000
Vietnam Airlines,09:05,17:15,490,CXR,HPH,21-04-2025,1,BUSINESS,5448000
Bamboo Airways,15:40,16:40,60,SGN,PQC,21-04-2025,0,BUSINESS,2010000
VietJet Air,07:50,09:05,75,HUI,HAN,16-04-2025,0,PREMIUM_ECONOMY,3749800
Vietnam Airlines,09:10,20:50,700,DAD,VDO,19-04-2025,1,ECONOMY,2452000
VietJet Air,16:10,17:35,85,BMV,VII,16-04-2025,0,ECONOMY,926900
VietJet Air,11:35,12:55,80,HAN,DAD,16-04-2025,0,ECONOMY,1681900
Vietnam Airlines,14:05,16:00,115,HPH,CXR,17-04-2025,0,BUSINESS,4544000
VietJet Air,08:55,10:25,90,VCA,DAD,16-04-2025,0,PREMIUM_ECONOMY,3169800
Vietnam Airlines,09:40,14:55,315,THD,DLI,19-04-2025,1,ECONOMY,3895000
Vietnam Airlines,07:55,14:55,420,DLI,CXR,20-04-2025,1,ECONOMY,1993000
VietJet Air,19:45,21:35,110,SGN,VII,19-04-2025,0,PREMIUM_ECONOMY,4677000
Vietnam Airlines,08:40,15:50,430,DAD,VII,15-04-2025,1,ECONOMY,5997000
Bamboo Airways,05:55,06:50,55,SGN,PQC,20-04-2025,0,BUSINESS,2020000
Vietnam Airlines,09:10,15:50,400,DAD,VII,17-04-2025,1,ECONOMY,2566000
Vietnam Airlines,12:45,18:55,370,PQC,PXU,16-04-2025,1,ECONOMY,1852000
Vietnam Airlines,14:15,20:40,385,HPH,DAD,19-04-2025,1,ECONOMY,4396000
Vietnam Airlines,21:00,23:15,135,HAN,SGN,17-04-2025,0,BUSINESS,6524000
Vietnam Airlines,12:05,20:35,510,DAD,HPH,15-04-2025,1,ECONOMY,5997000
Vietravel Airlines,20:55,23:10,135,HAN,SGN,18-04-2025,0,ECONOMY,1282800
Vietnam Airlines,15:30,20:20,290,DLI,THD,19-04-2025,1,ECONOMY,3915000
Vietnam Airlines,06:35,16:15,580,VKG,PQC,20-04-2025,1,ECONOMY,2455000
Vietnam Airlines,20:00,21:25,85,DAD,SGN,15-04-2025,0,ECONOMY,1649000
Vietnam Airlines,11:10,12:30,80,DLI,HUI,15-04-2025,0,BUSINESS,2804000
Vietravel Airlines,07:25,08:45,80,HAN,DAD,16-04-2025,0,ECONOMY,1188800
Vietnam Airlines,10:40,17:25,405,HAN,VCS,21-04-2025,1,ECONOMY,2961000
Vietnam Airlines,07:00,12:35,335,HAN,VCL,16-04-2025,1,ECONOMY,5972000
Vietnam Airlines,20:00,21:30,90,UIH,SGN,21-04-2025,0,BUSINESS,3424000
Vietnam Airlines,09:30,17:55,505,UIH,VII,15-04-2025,1,ECONOMY,4323000
Bamboo Airways,15:40,17:35,115,CXR,HAN,16-04-2025,0,BUSINESS,3612000
VietJet Air,13:30,14:45,75,HUI,HAN,18-04-2025,0,ECONOMY,956900
Vietnam Airlines,09:50,20:15,625,PXU,HUI,19-04-2025,1,ECONOMY,2666000
VietJet Air,14:50,16:10,80,HAN,DAD,21-04-2025,0,PREMIUM_ECONOMY,3189800
Vietnam Airlines,08:40,16:20,460,PQC,PXU,21-04-2025,1,ECONOMY,2287000
Vietnam Airlines,06:50,14:55,485,VCS,DLI,17-04-2025,1,ECONOMY,2346000
Vietnam Airlines,14:35,19:30,295,DAD,PQC,21-04-2025,1,ECONOMY,4322000
Vietnam Airlines,13:30,19:15,345,VII,PQC,15-04-2025,1,ECONOMY,4142000
Vietnam Airlines,08:40,18:45,605,PXU,CXR,19-04-2025,1,ECONOMY,3854000
VietJet Air,09:10,11:15,125,PQC,HAN,17-04-2025,0,PREMIUM_ECONOMY,4849800
Vietnam Airlines,16:20,17:40,80,PQC,SGN,21-04-2025,0,BUSINESS,4464000
Bamboo Airways,11:10,23:00,710,PQC,HAN,21-04-2025,1,ECONOMY,3991000
Vietnam Airlines,09:50,16:15,385,DAD,PQC,15-04-2025,1,ECONOMY,4347000
Bamboo Airways,18:40,20:35,115,CXR,HAN,17-04-2025,0,BUSINESS,3612000
VietJet Air,05:10,07:20,130,HAN,SGN,19-04-2025,0,ECONOMY,1332000
Bamboo Airways,07:35,08:40,65,PQC,SGN,19-04-2025,0,BUSINESS,2010000
VietJet Air,11:00,13:00,120,SGN,THD,19-04-2025,0,ECONOMY,1057000
Bamboo Airways,11:00,13:05,125,SGN,HPH,19-04-2025,0,ECONOMY,2108000
Vietnam Airlines,14:35,19:05,270,DAD,PQC,17-04-2025,1,ECONOMY,4337000
Bamboo Airways,19:10,20:35,85,SGN,HUI,19-04-2025,0,PREMIUM_ECONOMY,2365000
Vietnam Airlines,06:15,08:00,105,HAN,PXU,21-04-2025,0,BUSINESS,3884000
VietJet Air,13:10,14:35,85,HUI,SGN,15-04-2025,0,ECONOMY,1686900
Vietnam Airlines,10:05,18:20,495,PQC,VCL,17-04-2025,1,ECONOMY,1920000
Bamboo Airways,14:35,16:55,140,HAN,SGN,18-04-2025,0,BUSINESS,4936000
Vietnam Airlines,06:40,12:35,355,VCS,VCL,17-04-2025,1,ECONOMY,2588000
Vietravel Airlines,07:25,08:45,80,HAN,DAD,15-04-2025,0,ECONOMY,1397800
Bamboo Airways,11:20,13:00,100,UIH,HAN,16-04-2025,0,PREMIUM_ECONOMY,2760000
Vietnam Airlines,12:50,17:55,305,DAD,VII,18-04-2025,1,ECONOMY,3457000
Bamboo Airways,20:55,23:00,125,VCA,HAN,16-04-2025,0,PREMIUM_ECONOMY,3124000
Vietnam Airlines,10:05,20:20,615,VDH,THD,20-04-2025,1,ECONOMY,3223000
Vietnam Airlines,12:05,18:55,410,DAD,PXU,16-04-2025,1,ECONOMY,2919000
VietJet Air,10:40,11:50,70,SGN,UIH,17-04-2025,0,ECONOMY,2265900
Bamboo Airways,14:10,15:50,100,PQC,DAD,17-04-2025,0,ECONOMY,2739000
Vietnam Airlines,11:25,17:55,390,DAD,VII,20-04-2025,1,ECONOMY,3462000
Vietnam Airlines,13:30,20:50,440,VII,VDO,19-04-2025,1,ECONOMY,2584000
Vietnam Airlines,13:25,19:15,350,VCL,HAN,18-04-2025,1,ECONOMY,4255000
Bamboo Airways,21:50,22:55,65,PQC,SGN,18-04-2025,0,PREMIUM_ECONOMY,1980000
Vietnam Airlines,16:05,17:45,100,UIH,SGN,15-04-2025,0,BUSINESS,4674000
Vietnam Airlines,13:05,14:35,90,SGN,HUI,21-04-2025,0,ECONOMY,1241000
Vietnam Airlines,12:05,18:10,365,DAD,VII,15-04-2025,1,ECONOMY,5977000
Vietnam Airlines,18:25,20:35,130,SGN,HPH,17-04-2025,0,BUSINESS,4339000
Vietnam Airlines,09:15,18:30,555,TBB,UIH,21-04-2025,1,ECONOMY,2138000
Bamboo Airways,08:40,10:20,100,DAD,PQC,17-04-2025,0,PREMIUM_ECONOMY,2409000
Bamboo Airways,09:50,11:10,80,VII,BMV,15-04-2025,0,ECONOMY,1254000
Vietnam Airlines,09:00,16:35,455,VII,DAD,20-04-2025,1,ECONOMY,4342000
Vietnam Airlines,12:20,19:15,415,BMV,HAN,20-04-2025,1,ECONOMY,3983000
Vietnam Airlines,11:20,19:50,510,VII,DLI,18-04-2025,1,ECONOMY,2280000
Bamboo Airways,12:50,15:00,130,SGN,HAN,20-04-2025,0,ECONOMY,1788000
Vietnam Airlines,06:35,15:50,555,VKG,VII,18-04-2025,1,ECONOMY,2903000
Vietnam Airlines,08:25,19:10,645,HUI,VDH,18-04-2025,2,ECONOMY,6810000
Bamboo Airways,06:50,08:35,105,HAN,TBB,21-04-2025,0,ECONOMY,2023000
VietJet Air,07:50,09:00,70,TBB,SGN,20-04-2025,0,ECONOMY,1109700
Vietnam Airlines,11:30,13:25,115,CXR,HPH,17-04-2025,0,ECONOMY,1233000
Vietnam Airlines,14:15,20:15,360,VCL,HAN,19-04-2025,1,ECONOMY,4442000
Vietnam Airlines,06:50,12:40,350,VCS,HAN,18-04-2025,1,ECONOMY,3098000
VietJet Air,06:00,07:50,110,VII,SGN,21-04-2025,0,PREMIUM_ECONOMY,4697000
VietJet Air,16:50,18:10,80,DAD,HPH,16-04-2025,0,PREMIUM_ECONOMY,3169800
Vietnam Airlines,11:10,12:30,80,DLI,HUI,21-04-2025,0,ECONOMY,1266000
Vietnam Airlines,11:35,16:40,305,PQC,DAD,17-04-2025,1,ECONOMY,3237000
Vietnam Airlines,08:00,14:40,400,DLI,THD,21-04-2025,1,ECONOMY,3101000
VietJet Air,09:55,11:40,105,PQC,DAD,19-04-2025,0,ECONOMY,1302000
Vietnam Airlines,12:35,17:30,295,DLI,DAD,16-04-2025,1,ECONOMY,3424000
VietJet Air,07:30,08:55,85,DAD,SGN,18-04-2025,0,ECONOMY,836900
VietJet Air,14:55,16:55,120,SGN,HPH,19-04-2025,0,PREMIUM_ECONOMY,4677000
Vietnam Airlines,10:00,15:40,340,HAN,PQC,20-04-2025,1,BUSINESS,13258000
Bamboo Airways,21:10,23:15,125,PQC,HAN,20-04-2025,0,ECONOMY,1718000
Vietnam Airlines,05:00,10:25,325,HAN,UIH,16-04-2025,1,BUSINESS,11848000
Vietnam Airlines,12:35,17:55,320,HUI,VII,18-04-2025,1,ECONOMY,2709000
Bamboo Airways,22:25,23:55,90,DAD,SGN,15-04-2025,0,BUSINESS,2775000
Vietnam Airlines,08:25,19:10,645,HUI,VDH,16-04-2025,2,ECONOMY,4320000
VietJet Air,10:55,12:40,105,HPH,CXR,18-04-2025,0,PREMIUM_ECONOMY,4657000
Vietnam Airlines,15:10,16:45,95,DAD,HAN,18-04-2025,0,ECONOMY,2055000
VietJet Air,11:35,12:55,80,DAD,SGN,19-04-2025,0,ECONOMY,1034900
Vietnam Airlines,07:55,16:55,540,DAD,VDH,19-04-2025,1,ECONOMY,2433000
Bamboo Airways,09:15,10:30,75,HUI,HAN,19-04-2025,0,PREMIUM_ECONOMY,2901000
Vietnam Airlines,08:55,16:20,445,PQC,PXU,19-04-2025,1,ECONOMY,2082000
Vietnam Airlines,20:40,22:10,90,SGN,DAD,21-04-2025,0,BUSINESS,3679000
Vietnam Airlines,09:00,12:55,235,VII,DAD,15-04-2025,1,ECONOMY,4347000
Vietnam Airlines,09:00,15:50,410,CXR,VII,21-04-2025,1,BUSINESS,8983000
VietJet Air,21:35,23:35,120,THD,SGN,15-04-2025,0,PREMIUM_ECONOMY,4682000
Vietnam Airlines,12:40,18:15,335,PQC,DAD,20-04-2025,1,ECONOMY,6597000
Vietnam Airlines,06:00,12:50,410,HAN,VCL,15-04-2025,1,BUSINESS,9323000
Vietnam Airlines,08:00,14:40,400,DLI,THD,19-04-2025,1,ECONOMY,4132000
Vietnam Airlines,12:35,19:20,405,DLI,UIH,16-04-2025,1,ECONOMY,2820000
Vietnam Airlines,15:10,16:35,85,HAN,DAD,16-04-2025,0,ECONOMY,2065000
Bamboo Airways,07:55,08:45,50,VCS,SGN,20-04-2025,0,PREMIUM_ECONOMY,2243000
Vietnam Airlines,16:00,17:30,90,DAD,SGN,17-04-2025,0,ECONOMY,1560000
Vietnam Airlines,09:30,16:55,445,HPH,VDH,19-04-2025,1,ECONOMY,3112000
Vietnam Airlines,08:50,13:50,300,SGN,VCA,17-04-2025,1,ECONOMY,3501000
Vietnam Airlines,09:15,17:25,490,VII,VCS,16-04-2025,1,ECONOMY,2930000
Vietnam Airlines,13:00,19:15,375,HAN,PQC,16-04-2025,1,ECONOMY,4280000
VietJet Air,10:20,12:10,110,SGN,VII,18-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,14:35,23:25,530,DAD,HPH,15-04-2025,1,BUSINESS,9323000
Vietnam Airlines,10:20,14:55,275,VCS,CXR,18-04-2025,1,ECONOMY,2981000
VietJet Air,08:25,10:15,110,VII,SGN,18-04-2025,0,ECONOMY,1099900
VietJet Air,12:50,14:25,95,HAN,UIH,16-04-2025,0,ECONOMY,1550900
VietJet Air,15:10,16:35,85,HUI,SGN,20-04-2025,0,PREMIUM_ECONOMY,3199800
Vietnam Airlines,08:40,18:40,600,PXU,VCA,19-04-2025,1,ECONOMY,5009000
Vietnam Airlines,19:50,21:05,75,VDH,HAN,16-04-2025,0,BUSINESS,2654000
Vietnam Airlines,10:05,15:25,320,PQC,UIH,16-04-2025,1,ECONOMY,2998000
Vietnam Airlines,06:40,14:55,495,VCS,DLI,21-04-2025,1,ECONOMY,2782000
VietJet Air,17:55,19:35,100,DLI,HPH,18-04-2025,0,ECONOMY,2081900
Vietnam Airlines,08:00,13:05,305,DLI,HPH,16-04-2025,1,ECONOMY,4137000
Vietnam Airlines,09:00,10:10,70,CXR,SGN,15-04-2025,0,BUSINESS,4474000
Vietnam Airlines,08:00,19:20,680,DLI,UIH,20-04-2025,1,ECONOMY,2323000
Bamboo Airways,07:10,09:30,140,HAN,VKG,15-04-2025,0,PREMIUM_ECONOMY,3776000
Vietravel Airlines,17:45,19:55,130,SGN,HAN,20-04-2025,0,ECONOMY,1419800
Vietnam Airlines,12:20,18:05,345,BMV,PQC,17-04-2025,1,ECONOMY,1590000
Vietnam Airlines,17:55,19:15,80,HPH,DAD,15-04-2025,0,BUSINESS,2804000
Vietnam Airlines,18:55,20:20,85,PQC,SGN,21-04-2025,0,BUSINESS,4464000
Bamboo Airways,08:05,09:15,70,DAD,DLI,15-04-2025,0,PREMIUM_ECONOMY,2159000
VietJet Air,10:20,12:10,110,SGN,VII,15-04-2025,0,PREMIUM_ECONOMY,4697000
Vietnam Airlines,10:05,15:25,320,VDH,UIH,16-04-2025,1,ECONOMY,3130000
VietJet Air,19:50,21:50,120,THD,SGN,21-04-2025,0,PREMIUM_ECONOMY,4657000
Vietnam Airlines,13:50,21:55,485,DLI,DAD,15-04-2025,1,BUSINESS,9543000
Vietnam Airlines,12:00,19:00,420,PQC,HPH,20-04-2025,1,BUSINESS,8988000
VietJet Air,20:00,21:20,80,VCL,SGN,16-04-2025,0,PREMIUM_ECONOMY,3149800
Vietnam Airlines,08:00,13:05,305,DLI,HPH,15-04-2025,1,BUSINESS,8973000
Vietnam Airlines,10:05,17:30,445,PQC,DAD,20-04-2025,1,ECONOMY,2212000
Bamboo Airways,18:40,20:15,95,SGN,VDH,16-04-2025,0,PREMIUM_ECONOMY,2904000
Vietnam Airlines,15:00,17:15,135,SGN,HAN,20-04-2025,0,BUSINESS,8979000
Bamboo Airways,08:40,10:20,100,DAD,PQC,19-04-2025,0,BUSINESS,2409000
Bamboo Airways,09:15,11:05,110,TBB,HAN,19-04-2025,0,ECONOMY,1435000
Vietnam Airlines,09:00,10:10,70,CXR,SGN,19-04-2025,0,BUSINESS,3364000
Vietnam Airlines,14:00,16:15,135,SGN,HAN,21-04-2025,0,BUSINESS,8974000
VietJet Air,13:05,14:45,100,UIH,HAN,17-04-2025,0,ECONOMY,2792300
Vietnam Airlines,09:05,10:20,75,CXR,DAD,19-04-2025,0,BUSINESS,2784000
Bamboo Airways,19:20,21:10,110,HAN,CXR,21-04-2025,0,ECONOMY,2133000
Vietnam Airlines,12:45,20:40,475,PQC,DAD,19-04-2025,1,ECONOMY,2419000
Bamboo Airways,10:50,13:05,135,SGN,HAN,21-04-2025,0,PREMIUM_ECONOMY,3766000
Bamboo Airways,07:45,09:05,80,DAD,HAN,18-04-2025,0,PREMIUM_ECONOMY,2395000
Vietnam Airlines,05:00,12:50,470,HAN,VCL,21-04-2025,1,ECONOMY,4275000
VietJet Air,11:10,12:35,85,SGN,HUI,19-04-2025,0,ECONOMY,1220900
Vietnam Airlines,15:25,17:35,130,THD,SGN,17-04-2025,0,BUSINESS,4634000
Vietnam Airlines,09:50,11:20,90,SGN,DAD,15-04-2025,0,ECONOMY,2098000
VietJet Air,21:35,23:35,120,THD,SGN,16-04-2025,0,ECONOMY,1007000
