Airline,Departure_Time,Arrival_Time,Duration,Departure,Destination,Date,Total_Stops,SClass,Price
Vietnam Airlines,19:05,20:45,100,DAD,HAN,20-04-2025,0,BUSINESS,4014000
Vietnam Airlines,10:15,12:35,140,PQC,HAN,21-04-2025,0,ECONOMY,1442000
Vietnam Airlines,12:00,19:10,430,SGN,VDH,16-04-2025,1,BUSINESS,10858000
VietJet Air,15:00,16:20,80,DAD,HAN,18-04-2025,0,PREMIUM_ECONOMY,3189800
VietJet Air,16:45,18:35,110,VII,SGN,16-04-2025,0,ECONOMY,1099900
VietJet Air,05:10,07:20,130,HAN,SGN,20-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,08:25,19:10,645,HUI,VDH,18-04-2025,2,ECONOMY,6810000
Vietnam Airlines,08:05,10:15,130,SGN,HPH,18-04-2025,0,BUSINESS,4684000
Bamboo Airways,18:50,20:20,90,VCL,SGN,17-04-2025,0,PREMIUM_ECONOMY,2345000
VietJet Air,14:40,16:55,135,SGN,HAN,20-04-2025,0,ECONOMY,1555300
Vietnam Airlines,06:20,08:50,150,HAN,SGN,17-04-2025,0,ECONOMY,1791000
VietJet Air,10:20,12:10,110,SGN,VII,19-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,11:15,19:15,480,HPH,PQC,17-04-2025,1,ECONOMY,2471000
VietJet Air,11:55,13:05,70,SGN,CXR,21-04-2025,0,ECONOMY,846900
VietJet Air,20:50,22:10,80,DAD,HAN,15-04-2025,0,ECONOMY,1593900
VietJet Air,05:55,07:10,75,HAN,HUI,16-04-2025,0,ECONOMY,2448500
Vietnam Airlines,09:50,20:40,650,PXU,DAD,21-04-2025,1,ECONOMY,3467000
Vietnam Airlines,09:15,20:30,675,TBB,BMV,19-04-2025,2,ECONOMY,5433000
Vietnam Airlines,07:55,09:40,105,DAD,SGN,18-04-2025,0,ECONOMY,1061000
Bamboo Airways,22:25,23:55,90,DAD,SGN,19-04-2025,0,ECONOMY,1089000
Vietnam Airlines,06:35,23:25,1010,VKG,HPH,18-04-2025,1,ECONOMY,3123000
Vietnam Airlines,14:15,19:50,335,VCL,CXR,19-04-2025,1,ECONOMY,3349000
VietJet Air,19:00,21:00,120,SGN,THD,15-04-2025,0,ECONOMY,863000
Bamboo Airways,10:25,15:45,320,UIH,THD,16-04-2025,1,ECONOMY,2821000
Vietnam Airlines,16:20,22:10,350,PQC,DAD,17-04-2025,1,BUSINESS,8433000
Vietnam Airlines,13:50,19:50,360,PQC,CXR,15-04-2025,1,BUSINESS,8093000
Bamboo Airways,07:20,09:30,130,SGN,HAN,21-04-2025,0,ECONOMY,1763000
Bamboo Airways,12:35,23:15,640,VCA,HAN,21-04-2025,1,ECONOMY,3126000
Vietnam Airlines,09:15,20:20,665,VII,THD,16-04-2025,1,ECONOMY,2776000
VietJet Air,22:15,23:35,80,DAD,HAN,20-04-2025,0,ECONOMY,1132900
VietJet Air,15:40,16:40,60,SGN,BMV,19-04-2025,0,ECONOMY,1119700
Vietnam Airlines,10:50,12:50,120,SGN,VII,18-04-2025,0,BUSINESS,4654000
Vietnam Airlines,07:00,13:25,385,HAN,BMV,20-04-2025,1,BUSINESS,8543000
Vietnam Airlines,11:00,13:15,135,SGN,HAN,20-04-2025,0,BUSINESS,8979000
Bamboo Airways,09:15,16:20,425,TBB,PXU,19-04-2025,1,ECONOMY,3788000
Vietnam Airlines,08:10,10:05,115,HAN,DLI,16-04-2025,0,BUSINESS,5789000
Vietnam Airlines,08:55,16:40,465,PQC,DAD,18-04-2025,1,ECONOMY,3252000
Vietnam Airlines,06:50,14:55,485,VCS,DLI,20-04-2025,1,ECONOMY,2356000
Vietnam Airlines,09:00,15:05,365,VII,CXR,19-04-2025,1,ECONOMY,4330000
Vietnam Airlines,06:00,12:05,365,HAN,PQC,16-04-2025,1,ECONOMY,4280000
Vietnam Airlines,06:35,22:10,935,VKG,DAD,20-04-2025,1,ECONOMY,2576000
Bamboo Airways,17:50,19:10,80,DAD,HAN,19-04-2025,0,ECONOMY,1712000
Vietnam Airlines,06:00,13:10,430,DAD,PQC,20-04-2025,1,ECONOMY,3444000
Bamboo Airways,09:15,20:10,655,TBB,VCA,19-04-2025,1,ECONOMY,3403000
VietJet Air,13:10,15:20,130,VCA,HAN,18-04-2025,0,PREMIUM_ECONOMY,4839800
VietJet Air,16:00,17:45,105,HPH,CXR,21-04-2025,0,PREMIUM_ECONOMY,4697000
VietJet Air,08:55,10:25,90,VCA,DAD,15-04-2025,0,PREMIUM_ECONOMY,3209800
Vietnam Airlines,06:40,19:15,755,VCS,PQC,17-04-2025,1,ECONOMY,2218000
VietJet Air,18:10,20:00,110,VII,SGN,20-04-2025,0,ECONOMY,956900
VietJet Air,09:10,11:15,125,PQC,HAN,20-04-2025,0,PREMIUM_ECONOMY,4859800
Vietnam Airlines,09:30,15:30,360,UIH,DLI,20-04-2025,1,ECONOMY,2798000
Vietnam Airlines,14:15,20:35,380,VCL,HPH,16-04-2025,1,ECONOMY,2811000
Vietnam Airlines,06:00,07:40,100,DAD,SGN,21-04-2025,0,ECONOMY,1211000
Vietnam Airlines,10:15,11:55,100,DAD,HAN,19-04-2025,0,ECONOMY,1072000
VietJet Air,18:45,20:40,115,BMV,HAN,18-04-2025,0,ECONOMY,1082000
Bamboo Airways,16:35,18:50,135,VCS,HAN,18-04-2025,0,ECONOMY,4100000
VietJet Air,06:55,07:55,60,BMV,SGN,18-04-2025,0,ECONOMY,651900
VietJet Air,12:30,13:15,45,DLI,VCA,20-04-2025,0,ECONOMY,1822700
Bamboo Airways,21:20,23:30,130,HAN,SGN,21-04-2025,0,ECONOMY,1763000
VietJet Air,19:15,21:05,110,SGN,VII,20-04-2025,0,ECONOMY,1099900
Vietnam Airlines,15:30,19:05,215,DLI,PQC,17-04-2025,1,ECONOMY,2801000
Vietnam Airlines,15:10,16:45,95,DAD,HAN,17-04-2025,0,BUSINESS,4464000
VietJet Air,12:20,13:25,65,DAD,CXR,21-04-2025,0,ECONOMY,1014900
VietJet Air,19:45,21:35,110,DLI,HAN,15-04-2025,0,PREMIUM_ECONOMY,4702000
Bamboo Airways,12:50,15:00,130,SGN,HAN,21-04-2025,0,PREMIUM_ECONOMY,4936000
Vietnam Airlines,07:25,14:55,450,SGN,VCL,16-04-2025,1,ECONOMY,4016000
VietJet Air,20:40,22:30,110,SGN,VII,17-04-2025,0,ECONOMY,926900
VietJet Air,18:25,19:30,65,CXR,SGN,20-04-2025,0,ECONOMY,1042700
Vietnam Airlines,10:05,19:15,550,VDH,PQC,20-04-2025,1,ECONOMY,2743000
Bamboo Airways,18:35,19:50,75,HAN,HUI,16-04-2025,0,PREMIUM_ECONOMY,2871000
Vietnam Airlines,05:20,06:25,65,SGN,VCS,21-04-2025,0,PREMIUM_ECONOMY,2594000
Vietnam Airlines,21:00,23:15,135,SGN,HAN,20-04-2025,0,ECONOMY,1737000
VietJet Air,13:35,15:35,120,THD,SGN,21-04-2025,0,PREMIUM_ECONOMY,4667000
Vietnam Airlines,09:15,17:30,495,VII,DAD,17-04-2025,1,ECONOMY,2581000
Vietnam Airlines,10:05,19:20,555,VDH,UIH,21-04-2025,1,ECONOMY,4321000
VietJet Air,19:35,21:45,130,HAN,VCA,15-04-2025,0,PREMIUM_ECONOMY,4864800
Vietnam Airlines,18:55,20:25,90,HUI,HAN,21-04-2025,0,BUSINESS,4674000
Bamboo Airways,08:20,09:40,80,SGN,DAD,20-04-2025,0,BUSINESS,2405000
Vietnam Airlines,09:50,16:00,370,DAD,DLI,18-04-2025,1,BUSINESS,8433000
Vietnam Airlines,09:00,14:40,340,CXR,THD,16-04-2025,1,ECONOMY,2976000
VietJet Air,07:45,09:10,85,SGN,HUI,19-04-2025,0,PREMIUM_ECONOMY,3199800
Vietnam Airlines,08:10,09:20,70,SGN,VCS,21-04-2025,0,ECONOMY,1450000
Vietnam Airlines,16:20,21:20,300,PQC,DAD,18-04-2025,1,ECONOMY,3439000
Vietnam Airlines,15:40,23:25,465,TBB,HPH,15-04-2025,1,ECONOMY,2497000
Vietnam Airlines,13:30,20:55,445,VII,CXR,21-04-2025,1,ECONOMY,4137000
Vietnam Airlines,14:35,20:50,375,DAD,VDO,21-04-2025,1,ECONOMY,4069000
Vietnam Airlines,12:35,14:40,125,SGN,THD,21-04-2025,0,BUSINESS,4324000
Vietnam Airlines,12:40,20:15,455,PQC,DAD,20-04-2025,1,BUSINESS,9098000
VietJet Air,12:35,13:55,80,DAD,HAN,16-04-2025,0,ECONOMY,1308900
Vietnam Airlines,09:30,15:10,340,HPH,DAD,19-04-2025,1,ECONOMY,4183000
Bamboo Airways,12:45,15:00,135,HAN,SGN,19-04-2025,0,PREMIUM_ECONOMY,7092000
Vietnam Airlines,10:05,16:15,370,VDH,PQC,20-04-2025,1,ECONOMY,2673000
Vietnam Airlines,10:05,15:10,305,PQC,DAD,20-04-2025,1,ECONOMY,3246000
Vietnam Airlines,12:35,22:50,615,HUI,DAD,15-04-2025,1,ECONOMY,2572000
Vietnam Airlines,09:15,16:15,420,TBB,HAN,15-04-2025,1,BUSINESS,12493000
Bamboo Airways,17:55,20:15,140,HAN,VCA,16-04-2025,0,ECONOMY,990000
VietJet Air,16:45,18:55,130,SGN,HAN,20-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,06:50,22:55,965,VCS,DAD,21-04-2025,1,ECONOMY,2686000
VietJet Air,06:30,07:55,85,SGN,HUI,15-04-2025,0,PREMIUM_ECONOMY,3209800
VietJet Air,10:55,12:55,120,PQC,HAN,15-04-2025,0,PREMIUM_ECONOMY,4864800
Vietnam Airlines,15:30,23:35,485,DLI,HAN,16-04-2025,1,ECONOMY,2595000
Vietnam Airlines,12:00,18:20,380,UIH,VCL,17-04-2025,1,ECONOMY,2149000
Vietnam Airlines,12:05,13:40,95,SGN,DAD,20-04-2025,0,ECONOMY,1521000
Vietnam Airlines,06:50,08:00,70,VCS,SGN,20-04-2025,0,ECONOMY,1312000
VietJet Air,18:45,20:40,115,BMV,HAN,21-04-2025,0,ECONOMY,1565300
Vietnam Airlines,12:05,13:45,100,DAD,SGN,21-04-2025,0,ECONOMY,1934000
Bamboo Airways,10:45,12:55,130,PQC,HAN,21-04-2025,0,PREMIUM_ECONOMY,3781000
Bamboo Airways,18:05,19:45,100,UIH,HAN,15-04-2025,0,BUSINESS,2755000
VietJet Air,07:00,09:10,130,HAN,SGN,21-04-2025,0,ECONOMY,1948000
Bamboo Airways,12:40,18:00,320,CXR,VDH,16-04-2025,1,ECONOMY,3621000
Vietnam Airlines,07:55,13:40,345,DLI,DAD,20-04-2025,1,ECONOMY,3257000
Bamboo Airways,10:25,18:25,480,UIH,VDO,16-04-2025,1,ECONOMY,2307000
Vietnam Airlines,08:00,13:05,305,DLI,HPH,17-04-2025,1,ECONOMY,4137000
Bamboo Airways,22:05,23:55,110,VII,SGN,17-04-2025,0,PREMIUM_ECONOMY,4474000
Vietnam Airlines,12:35,19:20,405,HUI,UIH,16-04-2025,1,ECONOMY,2545000
Vietnam Airlines,11:10,17:15,365,PXU,HAN,18-04-2025,1,ECONOMY,2704000
Vietnam Airlines,11:20,20:40,560,VII,DAD,15-04-2025,1,BUSINESS,9323000
Vietnam Airlines,13:45,20:55,430,VCA,DAD,18-04-2025,1,ECONOMY,4781000
Vietnam Airlines,11:15,16:15,300,HPH,PQC,15-04-2025,1,ECONOMY,5447000
Bamboo Airways,10:25,12:40,135,VCS,HAN,18-04-2025,0,PREMIUM_ECONOMY,7843000
VietJet Air,17:15,18:25,70,SGN,PXU,16-04-2025,0,PREMIUM_ECONOMY,3007000
Vietnam Airlines,06:20,13:25,425,HAN,BMV,15-04-2025,1,ECONOMY,3726000
VietJet Air,05:10,07:20,130,HAN,SGN,21-04-2025,0,PREMIUM_ECONOMY,4687000
VietJet Air,07:25,09:00,95,SGN,VDH,20-04-2025,0,ECONOMY,1450900
Bamboo Airways,20:55,23:10,135,VCA,HAN,15-04-2025,0,ECONOMY,1609000
VietJet Air,19:00,21:00,120,SGN,THD,21-04-2025,0,PREMIUM_ECONOMY,4657000
Bamboo Airways,20:20,22:35,135,HAN,SGN,21-04-2025,0,BUSINESS,3766000
Bamboo Airways,12:55,14:35,100,HAN,UIH,16-04-2025,0,PREMIUM_ECONOMY,2780000
VietJet Air,21:10,22:15,65,CXR,SGN,20-04-2025,0,ECONOMY,672000
VietJet Air,08:20,09:40,80,DAD,HAN,21-04-2025,0,ECONOMY,2013900
Vietnam Airlines,12:35,14:15,100,HUI,SGN,20-04-2025,0,BUSINESS,3699000
Bamboo Airways,19:20,21:10,110,HAN,CXR,16-04-2025,0,BUSINESS,3597000
Vietnam Airlines,13:20,14:40,80,PQC,SGN,16-04-2025,0,ECONOMY,940000
Bamboo Airways,07:25,09:50,145,HAN,VCS,15-04-2025,0,BUSINESS,4688000
Vietnam Airlines,21:00,23:10,130,THD,SGN,19-04-2025,0,ECONOMY,1246000
Bamboo Airways,17:10,19:00,110,DLI,HAN,21-04-2025,0,PREMIUM_ECONOMY,3289000
Vietnam Airlines,08:50,17:55,545,DAD,HUI,17-04-2025,1,ECONOMY,2305000
Vietnam Airlines,06:50,19:15,745,VCS,PQC,17-04-2025,1,ECONOMY,2203000
Vietnam Airlines,12:05,13:30,85,DAD,SGN,15-04-2025,0,BUSINESS,4914000
Vietnam Airlines,09:45,15:00,315,PQC,TBB,16-04-2025,1,ECONOMY,1938000
Vietnam Airlines,09:00,12:55,235,VII,DAD,21-04-2025,1,ECONOMY,3477000
Vietnam Airlines,11:20,19:40,500,VII,DAD,19-04-2025,1,ECONOMY,4198000
VietJet Air,13:10,14:35,85,SGN,HUI,20-04-2025,0,ECONOMY,1220900
Vietnam Airlines,12:35,17:00,265,DLI,CXR,19-04-2025,1,ECONOMY,3015000
Vietnam Airlines,11:15,13:30,135,HPH,SGN,16-04-2025,0,BUSINESS,4359000
Vietnam Airlines,06:40,15:10,510,VCS,DAD,18-04-2025,1,ECONOMY,2416000
VietJet Air,17:40,19:05,85,DAD,SGN,16-04-2025,0,ECONOMY,1132900
VietJet Air,18:20,19:40,80,SGN,DAD,20-04-2025,0,ECONOMY,1132900
Bamboo Airways,17:50,20:10,140,HAN,VCA,21-04-2025,0,PREMIUM_ECONOMY,4136000
Vietnam Airlines,09:30,11:30,120,UIH,HAN,20-04-2025,0,ECONOMY,1541000
VietJet Air,08:00,09:20,80,VCL,SGN,19-04-2025,0,PREMIUM_ECONOMY,3179800
Vietnam Airlines,07:20,08:20,60,HAN,VII,15-04-2025,0,BUSINESS,3684000
Vietnam Airlines,06:40,21:20,880,VCS,DAD,17-04-2025,1,ECONOMY,2368000
VietJet Air,08:55,10:25,90,VCA,DAD,17-04-2025,0,ECONOMY,1014900
Vietnam Airlines,06:40,19:10,750,VCS,VDH,17-04-2025,2,ECONOMY,5499000
VietJet Air,13:10,15:15,125,PQC,HPH,16-04-2025,0,ECONOMY,1302000
Vietnam Airlines,09:50,20:40,650,PXU,DAD,17-04-2025,1,ECONOMY,2344000
Vietnam Airlines,11:15,19:50,515,HPH,CXR,16-04-2025,1,BUSINESS,8988000
Vietnam Airlines,09:30,16:40,430,HPH,DAD,20-04-2025,1,BUSINESS,8533000
Bamboo Airways,16:50,18:40,110,HAN,BMV,21-04-2025,0,PREMIUM_ECONOMY,2904000
Vietnam Airlines,12:05,16:15,250,DAD,PQC,15-04-2025,1,ECONOMY,4327000
VietJet Air,14:50,16:10,80,HAN,DAD,16-04-2025,0,ECONOMY,1686900
Vietnam Airlines,13:05,14:35,90,SGN,HUI,19-04-2025,0,ECONOMY,1211000
Vietnam Airlines,16:30,22:50,380,VII,DAD,15-04-2025,1,ECONOMY,4406000
Vietnam Airlines,12:15,20:20,485,PQC,THD,16-04-2025,1,ECONOMY,4137000
Vietnam Airlines,09:45,14:00,255,PQC,BMV,18-04-2025,1,ECONOMY,2661000
Bamboo Airways,11:00,13:05,125,SGN,HPH,20-04-2025,0,ECONOMY,2118000
Bamboo Airways,22:00,23:55,115,CXR,HAN,18-04-2025,0,ECONOMY,1455000
Vietnam Airlines,09:40,11:45,125,THD,SGN,19-04-2025,0,BUSINESS,4994000
Bamboo Airways,07:55,15:55,480,VCS,PQC,20-04-2025,1,ECONOMY,2224000
Vietnam Airlines,12:45,18:10,325,PQC,VII,16-04-2025,1,ECONOMY,4117000
VietJet Air,06:30,08:35,125,HAN,PQC,21-04-2025,0,ECONOMY,1671900
Vietnam Airlines,10:05,11:50,105,VDH,SGN,21-04-2025,0,BUSINESS,4304000
Vietnam Airlines,12:20,13:30,70,SGN,VCS,21-04-2025,0,PREMIUM_ECONOMY,2579000
Vietnam Airlines,10:00,15:25,325,HAN,UIH,20-04-2025,1,ECONOMY,4462000
Vietnam Airlines,10:50,12:10,80,HAN,DAD,21-04-2025,0,BUSINESS,4024000
Vietnam Airlines,06:35,19:10,755,VKG,VDH,20-04-2025,2,ECONOMY,4800000
Vietnam Airlines,20:15,21:45,90,DAD,SGN,15-04-2025,0,ECONOMY,1726000
Bamboo Airways,11:20,13:00,100,UIH,HAN,18-04-2025,0,BUSINESS,2760000
Bamboo Airways,10:25,11:45,80,DAD,HAN,15-04-2025,0,PREMIUM_ECONOMY,2775000
Vietnam Airlines,15:45,17:00,75,CXR,SGN,20-04-2025,0,ECONOMY,1576000
Vietnam Airlines,15:40,22:55,435,TBB,DAD,21-04-2025,1,ECONOMY,2612000
Vietnam Airlines,13:10,15:00,110,HAN,TBB,20-04-2025,0,BUSINESS,4324000
Vietnam Airlines,13:30,22:20,530,VII,DAD,16-04-2025,1,ECONOMY,2298000
Vietnam Airlines,10:45,17:55,430,DLI,HUI,20-04-2025,1,ECONOMY,2740000
Vietnam Airlines,12:00,19:50,470,PQC,CXR,20-04-2025,1,BUSINESS,6553000
Vietnam Airlines,07:05,08:30,85,SGN,DAD,16-04-2025,0,BUSINESS,4469000
Bamboo Airways,10:15,12:05,110,DLI,HAN,15-04-2025,0,BUSINESS,3714000
VietJet Air,20:35,21:50,75,SGN,DAD,20-04-2025,0,ECONOMY,1044900
VietJet Air,21:45,23:10,85,DAD,SGN,21-04-2025,0,PREMIUM_ECONOMY,3189800
Vietnam Airlines,06:25,12:05,340,HPH,PQC,16-04-2025,1,BUSINESS,8988000
VietJet Air,12:30,14:40,130,HAN,SGN,19-04-2025,0,ECONOMY,1322000
Bamboo Airways,11:20,19:50,510,UIH,HUI,18-04-2025,1,ECONOMY,2722000
Bamboo Airways,17:50,20:10,140,HAN,VCA,20-04-2025,0,ECONOMY,1088000
VietJet Air,11:55,13:05,70,SGN,CXR,19-04-2025,0,ECONOMY,1504700
Vietnam Airlines,08:00,15:25,445,HAN,UIH,20-04-2025,1,ECONOMY,4462000
Vietnam Airlines,12:35,14:15,100,HUI,SGN,20-04-2025,0,ECONOMY,1521000
Bamboo Airways,16:05,17:15,70,SGN,CXR,15-04-2025,0,PREMIUM_ECONOMY,2005000
Vietnam Airlines,15:20,16:55,95,SGN,VDH,18-04-2025,0,ECONOMY,1387000
Vietnam Airlines,13:45,20:35,410,CXR,HPH,21-04-2025,1,BUSINESS,9863000
VietJet Air,06:30,08:35,125,HAN,PQC,16-04-2025,0,ECONOMY,1671900
Vietnam Airlines,12:35,20:35,480,DLI,HPH,16-04-2025,1,ECONOMY,4137000
VietJet Air,16:45,18:05,80,VCL,SGN,19-04-2025,0,ECONOMY,926900
Vietnam Airlines,19:15,20:35,80,DAD,HAN,17-04-2025,0,BUSINESS,4009000
VietJet Air,19:00,20:05,65,DLI,DAD,21-04-2025,0,ECONOMY,1102900
Vietnam Airlines,12:35,17:55,320,CXR,VII,16-04-2025,1,ECONOMY,4335000
Vietnam Airlines,09:15,14:55,340,VII,CXR,21-04-2025,1,BUSINESS,8988000
Vietnam Airlines,12:35,20:20,465,DLI,THD,17-04-2025,1,ECONOMY,4132000
Vietnam Airlines,10:05,19:00,535,PQC,HPH,17-04-2025,1,ECONOMY,2471000
Vietnam Airlines,16:40,18:45,125,HAN,CXR,20-04-2025,0,BUSINESS,5784000
Vietnam Airlines,14:15,19:50,335,HPH,CXR,19-04-2025,1,BUSINESS,8983000
Vietnam Airlines,19:10,20:40,90,SGN,DAD,15-04-2025,0,ECONOMY,1383000
VietJet Air,15:40,17:05,85,DAD,SGN,21-04-2025,0,ECONOMY,2386900
Bamboo Airways,15:15,17:30,135,HPH,SGN,20-04-2025,0,ECONOMY,1590000
Bamboo Airways,11:20,18:00,400,UIH,VDH,19-04-2025,1,ECONOMY,3231000
Vietnam Airlines,10:10,17:55,465,VCA,VII,20-04-2025,1,ECONOMY,2858000
Vietnam Airlines,09:00,17:50,530,VII,DLI,19-04-2025,1,ECONOMY,4176000
Vietnam Airlines,13:15,18:30,315,VCS,UIH,19-04-2025,1,ECONOMY,2354000
Bamboo Airways,18:15,20:20,125,PQC,HAN,21-04-2025,0,BUSINESS,4166000
Vietnam Airlines,14:35,16:25,110,DAD,SGN,17-04-2025,0,ECONOMY,2526000
VietJet Air,06:55,07:55,60,BMV,SGN,21-04-2025,0,PREMIUM_ECONOMY,3047000
Bamboo Airways,13:50,15:35,105,HPH,CXR,17-04-2025,0,BUSINESS,2189000
Vietnam Airlines,08:50,10:40,110,DAD,HAN,20-04-2025,0,ECONOMY,1114000
Vietnam Airlines,10:15,11:55,100,DAD,HAN,21-04-2025,0,ECONOMY,2526000
Vietnam Airlines,11:40,13:05,85,HAN,DAD,21-04-2025,0,BUSINESS,4024000
Vietnam Airlines,06:35,17:30,655,VKG,DAD,20-04-2025,1,ECONOMY,2741000
VietJet Air,12:45,14:35,110,VII,SGN,18-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,14:15,23:25,550,VCL,HPH,18-04-2025,1,ECONOMY,3547000
Bamboo Airways,08:20,13:45,325,SGN,HAN,21-04-2025,1,BUSINESS,7362000
Vietnam Airlines,12:45,17:25,280,PQC,DAD,15-04-2025,1,ECONOMY,4347000
Vietnam Airlines,09:50,17:15,445,PXU,HAN,19-04-2025,1,ECONOMY,3958000
Vietnam Airlines,09:30,17:00,450,HPH,CXR,17-04-2025,1,ECONOMY,2295000
Bamboo Airways,22:25,23:55,90,DAD,SGN,18-04-2025,0,PREMIUM_ECONOMY,2750000
Bamboo Airways,20:20,21:40,80,SGN,DAD,19-04-2025,0,PREMIUM_ECONOMY,2365000
Vietnam Airlines,07:40,08:50,70,SGN,PXU,21-04-2025,0,ECONOMY,826000
Vietnam Airlines,10:15,18:15,480,PQC,DAD,19-04-2025,1,ECONOMY,4990000
Vietnam Airlines,18:20,20:00,100,DAD,SGN,21-04-2025,0,ECONOMY,1919000
Vietnam Airlines,09:00,14:55,355,CXR,DLI,19-04-2025,1,ECONOMY,2243000
Bamboo Airways,19:50,23:55,245,HAN,SGN,21-04-2025,1,BUSINESS,4745000
Vietnam Airlines,13:25,20:35,430,CXR,HPH,16-04-2025,1,BUSINESS,7558000
VietJet Air,06:25,07:45,80,HAN,DAD,16-04-2025,0,ECONOMY,1681900
Vietnam Airlines,16:05,22:15,370,UIH,HAN,20-04-2025,1,BUSINESS,11828000
Vietnam Airlines,08:00,10:15,135,HAN,SGN,21-04-2025,0,BUSINESS,8974000
Vietnam Airlines,08:25,20:35,730,HUI,HPH,15-04-2025,1,ECONOMY,2935000
Vietnam Airlines,06:35,14:55,500,VKG,DLI,20-04-2025,1,ECONOMY,2554000
Vietnam Airlines,19:05,20:45,100,DAD,HAN,16-04-2025,0,BUSINESS,4009000
VietJet Air,09:35,11:10,95,VDH,SGN,16-04-2025,0,PREMIUM_ECONOMY,3595600
Bamboo Airways,10:25,12:40,135,VCS,HAN,21-04-2025,0,BUSINESS,5873000
VietJet Air,05:55,07:45,110,SGN,VII,15-04-2025,0,ECONOMY,2253900
VietJet Air,18:45,20:55,130,SGN,HAN,21-04-2025,0,ECONOMY,1431900
Vietnam Airlines,10:45,19:15,510,DAD,PQC,17-04-2025,1,BUSINESS,8433000
Vietnam Airlines,13:25,19:15,350,CXR,PQC,20-04-2025,1,ECONOMY,2102000
VietJet Air,06:05,07:40,95,HAN,UIH,21-04-2025,0,PREMIUM_ECONOMY,3835600
VietJet Air,13:05,14:20,75,HAN,DAD,15-04-2025,0,PREMIUM_ECONOMY,3214800
VietJet Air,19:15,21:05,110,SGN,VII,21-04-2025,0,ECONOMY,1089900
Bamboo Airways,20:20,21:40,80,SGN,DAD,20-04-2025,0,PREMIUM_ECONOMY,2390000
Vietnam Airlines,15:50,17:00,70,SGN,CXR,17-04-2025,0,ECONOMY,606000
VietJet Air,07:55,10:00,125,PQC,HAN,18-04-2025,0,ECONOMY,1027000
Bamboo Airways,19:50,23:55,245,HAN,SGN,21-04-2025,1,PREMIUM_ECONOMY,4745000
Vietnam Airlines,13:25,23:25,600,VCL,HPH,18-04-2025,1,ECONOMY,3433000
Bamboo Airways,14:10,15:50,100,PQC,DAD,16-04-2025,0,BUSINESS,2244000
Bamboo Airways,09:55,21:20,685,CAH,DAD,18-04-2025,1,ECONOMY,5616000
Vietnam Airlines,13:30,21:15,465,VII,HAN,20-04-2025,1,ECONOMY,3935000
Bamboo Airways,20:30,21:50,80,HUI,HAN,17-04-2025,0,PREMIUM_ECONOMY,2871000
VietJet Air,15:35,17:20,105,HPH,DLI,16-04-2025,0,PREMIUM_ECONOMY,4657000
VietJet Air,08:35,10:20,105,BMV,HAN,21-04-2025,0,PREMIUM_ECONOMY,4697000
Vietnam Airlines,06:40,07:50,70,SGN,VCS,21-04-2025,0,ECONOMY,1450000
Bamboo Airways,18:15,20:25,130,HAN,PQC,20-04-2025,0,ECONOMY,1330000
Vietnam Airlines,08:40,19:10,630,PQC,VDH,15-04-2025,2,ECONOMY,5197000
Vietnam Airlines,14:15,19:45,330,VCL,VDH,21-04-2025,1,ECONOMY,2476000
VietJet Air,19:00,21:00,120,SGN,THD,20-04-2025,0,PREMIUM_ECONOMY,4687000
Bamboo Airways,19:40,21:25,105,BMV,HAN,19-04-2025,0,ECONOMY,1188000
Vietnam Airlines,07:25,15:00,455,SGN,TBB,18-04-2025,1,ECONOMY,7087000
VietJet Air,21:10,22:30,80,SGN,DAD,20-04-2025,0,PREMIUM_ECONOMY,3199800
VietJet Air,09:40,11:50,130,HAN,SGN,18-04-2025,0,ECONOMY,1332000
Bamboo Airways,19:20,21:30,130,HPH,SGN,15-04-2025,0,BUSINESS,3083000
Vietnam Airlines,09:15,18:25,550,TBB,DAD,21-04-2025,1,ECONOMY,2245000
Vietnam Airlines,11:35,17:30,355,PQC,DAD,17-04-2025,1,ECONOMY,2001000
VietJet Air,16:10,18:00,110,SGN,VII,18-04-2025,0,ECONOMY,1089900
Vietnam Airlines,14:20,15:20,60,VCA,VCS,16-04-2025,0,ECONOMY,1420000
Vietnam Airlines,09:25,22:10,765,VCS,CXR,19-04-2025,1,ECONOMY,1968000
Vietnam Airlines,10:45,17:55,430,DLI,VII,16-04-2025,1,ECONOMY,4181000
Bamboo Airways,19:00,20:05,65,VDH,HAN,17-04-2025,0,BUSINESS,2158000
Bamboo Airways,15:20,17:30,130,HAN,PQC,16-04-2025,0,ECONOMY,3758000
Bamboo Airways,09:55,21:10,675,CAH,CXR,18-04-2025,1,ECONOMY,6434000
Vietnam Airlines,06:50,18:30,700,VCS,UIH,19-04-2025,1,ECONOMY,2070000
Vietnam Airlines,09:25,15:00,335,HAN,TBB,16-04-2025,1,ECONOMY,2412000
Vietnam Airlines,13:50,20:15,385,PQC,HUI,16-04-2025,1,ECONOMY,2582000
Bamboo Airways,07:55,21:40,825,VCS,DAD,16-04-2025,1,ECONOMY,2346000
VietJet Air,08:30,09:55,85,HUI,SGN,20-04-2025,0,PREMIUM_ECONOMY,3209800
